text,is_prompt
'in sendmesnow',0
"""请选择对话模式：""",0
"""./vector_store_faiss/""",0
"""chat""",0
"""You are a problem solving AI who will create tools and use them to """,0
"""input_key""",0
"""_Motoko:_""",0
"""my_collection""",0
"""LLamaLLM""",0
'chat_history',0
"""table_names""",0
"""rows""",0
"""category""",0
"""user_query""",0
"""傻瓜机器人""",0
"f'loader = {loader}({argument}, mode=""elements"", strategy=""fast"")'",0
'上传知识库',0
"""text""",0
"""Slack Conversation Search""",0
"""green""",0
"f""ValueError occurred: {retry_state.outcome.exception()}, retrying...""",0
"f""An error occurred: {str(e)}""",0
'Side by Side',0
'str',0
'primary',0
"""Multi Document Chat Bot""",0
"""dynamic""",0
"""prompt_tokens""",0
"f""Rewrite by GPT: {s}""",0
"""text_similarity""",0
"f""test_final_{test_id}.py""",0
"""""""
    Input to this tool is a comma-separated list of tables, output is the schema and sample rows for those tables.
    Be sure that the tables actually exist by calling list_tables_sql_db first!

    Example Input: ""table1, table2, table3""
    """"""",0
"""\nUser:""",0
"f""{i+1}. {item}""",0
'password',0
"""BabyAGI""",0
"""Please enter a website URL and the app will scrape, then chunk the data and send to OpenAI to summarize.""",0
"""What did the president say about Justice Breyer""",0
"""""""_summary_

        Args:
            url (str): web url
            question (str): question to ask

        """"""",0
"""task_name""",0
"""anthropic""",0
"""completion""",0
"""PUT and CALL options. """,0
"""AllowedRemoteMetadataPropertyTypes""",0
"""source""",0
"""Task: {task}\n\n""",0
"""tiiuae/falcon-7b""",0
"'PromptTemplate(template=""hello {foo}"", '",0
"""api.txt""",0
"""worker_class""",0
"""windows""",0
"""F(""",0
"f""{player_name}: {transcribed_text}\n""",0
"""Downloading the image...""",0
"""}""",0
"""What are songs that were not published on Spotify""",0
"""content""",0
"""document store for additional prior context or future context. \n""",0
"""tools""",0
"""openai-organization""",0
"""glob""",0
"""top_k""",0
"""\n\nContext: {context}\n\n Tone: {tone}\n\nQuestion: {question}\n\nAnswer:""",0
"""\nIt's currently {time}.""",0
"""POST""",0
'season',0
"""vertex_ai""",0
"""<|>""",0
"""intermediate_steps""",0
"""\033[96m""",0
'html',0
"""question""",0
"""confused""",0
"""Chat Bot Settings""",0
"""./embedding_model/""",0
"""-ac""",0
"""3.📺 Enter a YouTube URL""",0
"""EndTag""",0
"""Reccomended Books:""",0
"""\n""",0
"""...""",0
"""rejected""",0
"""s model, and product?""",0
"f""""""出处 [{inum + 1}] {doc.metadata['source'] if doc.metadata['source'].startswith(""http"") 
                   else os.path.split(doc.metadata['source'])[-1]}：\n\n{doc.page_content}\n\n""""""",0
'status',0
"""daemon""",0
"f""Initializing glaze, load_dict={load_dict}""",0
"""Using proxy API""",0
"""字段1介绍，专业术语解释(请尽量简单明了)""",0
"""FeedbackDataset""",0
"""Last line of conversation:\n""",0
"""Enter in the {shell} command: """,0
"""One of 'examples' and 'example_selector' should be provided""",0
"""Set""",0
"""`tokentrimmer`: Warning, system message exceeds token limit. Trimming...""",0
b'+/',0
"""mimeType""",0
'A4',0
"""{company_logo_description}""",0
"""_type""",0
"""FastChatOpenAILLM""",0
""" """,0
'OPENAI_API_KEY',0
"""claude-instant-1""",0
'filter',0
"""""""Load examples if necessary.""""""",0
"""dataset_type""",0
"""%m/%d/%Y, %H:%M:%S""",0
"""model_name""",0
'langchain.chains.llm.LLMChain',0
"""save_path""",0
"""user""",0
"""conversations""",0
"""models""",0
"""database_names""",0
""" the `prefix_id, middle_id, suffix_id` must all be initialized. Current""",0
"""webContentLink""",0
"""""""Check that prefix, suffix and input variables are consistent.""""""",0
"""hardness""",0
"""adjective""",0
"""primary""",0
""".pdf""",0
"""titanic.csv""",0
"""revision_request""",0
"""Saving an example selector is not currently supported""",0
"""total_tokens""",0
"'''
        if the user enters a shortcut command, convert it to the actual command
        '''",0
"""assistant""",0
"""""""
    Write a conversation to a text file with a timestamp in its filename.

    Parameters:
    - conversation (List[str]): A list of strings representing the conversation turns.
    - filename (str): The name of the file to write the conversation to.

    Returns:
    None
    """"""",0
"""text""",0
"""Quiet (error log level)""",0
'SummarizeDocsChain',0
'en',0
"f""Extra variables: {extra_variables}""",0
'sources',0
'response',0
f'transformer.layers.{i}',0
'variables',0
"""i""",0
"""content-type""",0
"""kb_name""",0
"""(only if needed) with some more context below.\n""",0
"""""""
""""""",0
"f""Bearer {kwargs.get('api_key', self.api_key)}""",0
"""HUGGINGFACE_API_BASE""",0
"""input""",0
"""useful when you want to edit a StyleGAN generated image with DragGAN. """,0
"""system""",0
'output',0
"""array""",0
"""string""",0
"f""Asking inside a Thread. """,0
"""description""",0
"""text""",0
"""diet""",0
"""]""",0
"""torch_dtype""",0
"""answer""",0
"""ZHIPU_PROXY_API_KEY""",0
'noise',0
"""stop""",0
"""Chat history:""",0
"f""{self.key_prefix}:{self.session_id}""",0
'file',0
"""When was Google founded?""",0
"""https://api.smith.langchain.com""",0
"""Cannot set both endpoint_name and cluster_id.""",0
"f""Generation failed for prompt {prompt}, retrying {i + 1}/{retries}""",0
"""chat2anything Client""",0
"""""""Create Chat Messages.""""""",0
"""source_documents""",0
'w',0
"""true""",0
"f""Specific{class_name}Inputs""",0
"""LLMChain""",0
"""\n""",0
"""max_tokens""",0
"""""""Examples to format into the prompt.
    Either this or example_selector should be provided.""""""",0
"""query""",0
"""type""",0
""".safetensors""",0
'score',0
'no_answer_str',0
"""""""
    Agent that uses the openai API to generate code.

    <Tip warning={true}>

    The openAI models are used in generation mode, so even for the `chat()` API, it's better to use models like
    `""text-davinci-003""` over the chat-GPT variant. Proper support for chat-GPT models will come in a next version.

    </Tip>

    Args:
        model (`str`, *optional*, defaults to `""text-davinci-003""`):
            The name of the OpenAI model to use.
        api_key (`str`, *optional*):
            The API key to use. If unset, will look for the environment variable `""OPENAI_API_KEY""`.
        chat_prompt_template (`str`, *optional*):
            Pass along your own prompt if you want to override the default template for the `chat` method. Can be the
            actual prompt template or a repo ID (on the Hugging Face Hub). The prompt should be in a file named
            `chat_prompt_template.txt` in this repo in this case.
        run_prompt_template (`str`, *optional*):
            Pass along your own prompt if you want to override the default template for the `run` method. Can be the
            actual prompt template or a repo ID (on the Hugging Face Hub). The prompt should be in a file named
            `run_prompt_template.txt` in this repo in this case.
        additional_tools ([`Tool`], list of tools or dictionary with tool values, *optional*):
            Any additional tools to include on top of the default ones. If you pass along a tool with the same name as
            one of the default tools, that default tool will be overridden.

    Example:

    ```py
    from transformers import OpenAiAgent

    agent = OpenAiAgent(model=""text-davinci-003"", api_key=xxx)
    agent.run(""Is the following `text` (in Spanish) positive or negative?"", text=""¡Este es un API muy agradable!"")
    ```
    """"""",0
"""content""",0
"""""""Get default prompt for a language model.""""""",0
"""@@@""",0
'Generating response...',0
"""agent_scratchpad""",0
"""You are a fitness, career, and lifestyle coach. You specialize in coaching triathletes and early career technology workers. Always begin the conversation asking enough questions about the person and their goals to develop a deep understanding. Keep questions short and open ended. Never reply with more than 160 characters when possible. Your goal is to help the coach maximize the individual for the company. Try to balance individual utility and quality opf life and achieving outcomes. Make coaches prioritize and remind them of important goals. If asked help them form schedules and routines. Responses about schedules can be longer than 160 characters and should be formatted in concise way that will easily translate to a calendar.""",0
"""output_guidelines""",0
"""I'm a 30 year old lawyer.\nI'm looking to diversify my investment portfolio.\nHow do you view the prospects of investing in emerging market ETFs?""",0
"""""""Delete entity value from store.""""""",0
"""TP""",0
'output',0
"""Let's think step by step. """,0
"""TrainingTaskForQuestionAnswering""",0
"""account. They will need to open and trading account for trading in the market""",0
"""https://api.replicate.com/v1""",0
"""double_lmhra""",0
"""code""",0
"""REACT:""",0
"""suffix""",0
'apikeys.json',0
'formality',0
"""textsplitters""",0
"""recall_type""",0
'title',0
'html',0
"""utf-8""",0
"""]""",0
"""blue""",0
"f""{idx + 1}.{section}\n""",0
'\n',0
"""ConversationChain""",0
"""dbpedia_entity""",0
"""sidebar-tree-space-above""",0
"f""TogetherAIException - {error_response['error']}""",0
'<h3>',0
"""rb""",0
"""text""",0
"""```json""",0
"""Duck Duck Go Search Results Tool""",0
"f""I have tried to use the tool: \""{func_name}\"" to acquire the results, but it is not sucessfully loaded.""",0
"""true""",0
'prompts',0
"""_fn""",0
"f""args: {args}""",0
""""""" The output should look something like:

        <reserved_106>{Prompt}<reserved_107>{Answer}<reserved_106>{Prompt}<reserved_107>
        """"""",0
' ',0
"""llm_chains""",0
"""output""",0
"""""""A list of the names of the variables the prompt template expects.""""""",0
"""BaseMemory""",0
'sf_pass',0
"""green""",0
'sentiment_report',0
"""|""",0
"f""Prompt template. If None, the prompt template is automatically determined from model path, supported template: {suported_prompt_templates}""",0
"""{% for message in messages %}""",0
"""What did the president say about Justice Breyer""",0
"""metadata""",0
"""max_tokens""",0
"""prompt_template""",0
"f""Could not parse LLM output: `{text}`""",0
"""role""",0
'text',0
'entity_memory',0
'matches',0
"""summary.txt""",0
"""1em""",0
"""""""Return a partial of the prompt template.

        Permissive version that allows for arbitrary input types.
        """"""",0
"""description""",0
""".label""",0
"""chat.completion.chunk""",0
"f""{conv.messages[i]}\n""",0
'password',0
"""example""",0
"""../vector_store/FAISS""",0
"f""of '{file['name']}'' ({file['id']}) [{e}]""",0
"""Must set cluster_driver_port to connect to a cluster driver.""",0
"""哪些公司生产{product}?""",0
"""--device""",0
"""Chinese (Cantonese)""",0
""" messages.""",0
"""step""",0
"""k""",0
"""result""",0
"""budget""",0
"""""""\nQuestion: {input}
{agent_scratchpad}""""""",0
"""incomplete_tasks""",0
'👀 this is data',0
"""AI: What do you know about Nevada?\n""",0
"""campaigns""",0
"""function_name""",0
"""gpt-3.5-turbo-16k-0613""",0
"'plt.savefig(""sin_wave.png"")\n'",0
"""text""",0
'title',0
"""#""",0
"""imports""",0
'\n',0
"f""""""
            INSERT OR REPLACE INTO {self.full_table_name} (key, value)
            VALUES (?, ?)
        """"""",0
"""PDF Analytics Enabled""",0
'./models/gpt4all-converted.bin',0
"f""Start vllm AsyncLLMEngine with args: {_get_dataclass_print_str(params)}""",0
"""ascii""",0
"""generated_responses""",0
'str',0
"""tableCells""",0
"""Building 2/3 - FinancialBotQAChain""",0
"f""http://export.arxiv.org/api/query?search_query=all:{query}&start=0&max_results=25""",0
"""""""
        Non-streaming ask
        """"""",0
"""{}-{}.png""",0
"""revision_request""",0
'match',0
'input_ids',0
"""result""",0
"""create-proxy""",0
""", """,0
"""text""",0
"f""LINK: {summary.metadata['source']}\nSUMMARY: {summary.page_content}\n\n""",0
"""page_content""",0
"""template""",0
"f""{settings.CONVERSATION_SAVE_FOLDER}/{selected_conversation}""",0
"""occasion""",0
"""""""Represents distinct routes  for  different memory types.""""""",0
"""Your Email...""",0
"""$ref""",0
"""...""",0
"""0""",0
"""question""",0
"""response""",0
"""opening_shot""",0
'responses',0
'\n',0
'stuff',0
f'{st.session_state[CALL_TO_ACTION_KEY]}',0
"""AI""",0
"""MBZUAI/LaMini-Flan-T5-248M""",0
""", """,0
"f""\nProcessed process_ocr, Input image: {uploaded_image_filename}\nCurrent state: {state}\n""",0
'embedded...',0
"""utf-8""",0
"""role""",0
"""""""Prompt collection that goes through conditionals.""""""",0
"""url""",0
"""Retain as much information as needed to answer the question at a later time. """,0
"""handle_keys""",0
"""Cannot have an input variable named 'stop', as it is used internally,""",0
'你的OpenAI API Key',0
"""host was not set and cannot be automatically inferred. Set """,0
"""Steal kittens, illegal and unethical it is, hmm. A kitten you seek to adopt? Local animal shelter or pet store, contact you must.""",0
"""[Round {}]\n问：{}\n答：""",0
"""frequency_penalty""",0
"""_static""",0
"f""Subtask {self.origin_task.id}\nInvalid action JSON: {e}""",0
'node',0
"""question""",0
"""filter=""",0
"""finish_reason""",0
"""No sessions found.""",0
"""langfuse""",0
"""user""",0
"""Summary""",0
"""The original question is as follows: {question}\n""",0
"""lethargic""",0
"""""""Initialize the OpenAI object.""""""",0
'Starting in single GPU mode..',0
'year',0
"f""Invalid input variables. None of the variables can be named {', '.join(input_variables)}. """,0
"""Writer/camel-5b-hf""",0
"""boolean""",0
"f""Cost: ${cost} for image {image_path}""",0
"""message""",0
"""summary""",0
"""number""",0
"""large_chunks_idx_upper_bound""",0
'html',0
"""AnalyticDB""",0
"""""""Extract the Hugging Face InferenceClient construction parameters.""""""",0
'This is using the MPT model!',0
"""""""this template define""""""",0
'todo.txt cleared successfully!',0
"""Generate Image Condition On Normal Map""",0
"""Please install db-gpt llama support with `cd $DB-GPT-DIR && pip install .[llama_cpp]` """,0
"""choices""",0
"""Enter the name for your new template""",0
"""GPT_API_MODEL""",0
"""\n""",0
"""Sorry, I didn't get that.""",0
"""begin to load file, file:""",0
"""dim""",0
"""Moderate""",0
"""save thread""",0
"""id""",0
"""""""Prompt for the router chain in the multi-prompt chain.""""""",0
"""We have the opportunity to refine the existing answer""",0
"""ingredients""",0
"""""""
            <div style='text-align: center;'>
                <h4>Enter your <a href=""https://platform.openai.com/account/api-keys"" target=""_blank"">OpenAI API key</a> to start conversation</h4>
            </div>
            """"""",0
"""""""
                    Are follow up questions needed here: Yes.
                    Follow up: Which name are you asking, maiden or full name?
                    Human response: I am asking for maiden name
                    Final answer: You can change your maiden name by going to web
                    """"""",0
"''' 
        Here's the format for chat history:
        [{""role"": ""assistant"", ""content"": ""How can I help you?""}, {""role"": ""user"", ""content"": ""What is your name?""}]
        The input for the Chain is in a format like this:
        [(""How can I help you?"", ""What is your name?"")]
        That is, it's a list of question and answer pairs.
        So need to transform the chat history to the format for the Chain
        '''",0
'ES_PASSWORD',0
f'{ROS_WS_NAME}/src',0
"""chatglm-6b-int8""",0
"r""\n""",0
"""""""Have a conversation with a human, answering the following questions as best you can. You have access to 
    the following tools:""""""",0
"""custom_llm_provider""",0
"""Given the new context, refine the original answer to better """,0
"""hidden""",0
"""text""",0
"""\033[91m\033[1m""",0
"""Person #1: Oh huh. I know Descartes likes to drive antique scooters and play the mandolin.\n""",0
"f""Current Memory: {agent.memory.buffer}""",0
"""new search:""",0
"""stop_token_ids""",0
"""FastChatOpenAILLM""",0
"""EVAL_KEY""",0
"""moduleConfig""",0
'answer',0
"f""Missing variables: {missing_variables} """,0
"""Please write a bash script that prints 'Hello World' to the console.""",0
'top_logprobs',0
"""placeholder""",0
"""""""\
<< Structured Request Schema >>
When responding use a markdown code snippet with a JSON object formatted in the \
following schema:

```json
{{{{
    ""query"": string \\ text string to compare to document contents
    ""filter"": string \\ logical condition statement for filtering documents
    ""limit"": int \\ the number of documents to retrieve
}}}}
```

The query string should contain only text that is expected to match the contents of \
documents. Any conditions in the filter should not be mentioned in the query as well.

A logical condition statement is composed of one or more comparison and logical \
operation statements.

A comparison statement takes the form: `comp(attr, val)`:
- `comp` ({allowed_comparators}): comparator
- `attr` (string):  name of attribute to apply the comparison to
- `val` (string): is the comparison value

A logical operation statement takes the form `op(statement1, statement2, ...)`:
- `op` ({allowed_operators}): logical operator
- `statement1`, `statement2`, ... (comparison statements or logical operation \
statements): one or more statements to apply the operation to

Make sure that you only use the comparators and logical operators listed above and \
no others.
Make sure that filters only refer to attributes that exist in the data source.
Make sure that filters only use the attributed names with its function names if there are functions applied on them.
Make sure that filters only use format `YYYY-MM-DD` when handling timestamp data typed values.
Make sure that filters take into account the descriptions of attributes and only make \
comparisons that are feasible given the type of data being stored.
Make sure that filters are only used as needed. If there are no filters that should be \
applied return ""NO_FILTER"" for the filter value.
Make sure the `limit` is always an int value. It is an optional parameter so leave it blank if it is does not make sense.
""""""",0
"f""Failed to get completion response from {model}, max retires hit""",0
"""📝 Talk with your DOCUMENTS""",0
"""input""",0
"""Last line of conversation:\n""",0
"""error""",0
"""content""",0
"""traceback""",0
"""""""Text splitter to use.""""""",0
"""Tell me something cool about general relativity. Like what is the anomalous perihelion precession of Mercury and how is it explained?""",0
"""German (Austrian)""",0
"""patient_info""",0
"""""""Settings for how each variable is to be displayed and processed.""""""",0
"""lat""",0
"""""""Use a single chain to route an input to one of multiple llm chains.""""""",0
"""history""",0
"""azure""",0
'cpu',0
"""stream""",0
'template',0
"""""""Clears the terminal screen.  This will have the effect of clearing
    the whole visible space of the terminal and moving the cursor to the
    top left.  This does not do anything if not connected to a terminal.

    .. versionadded:: 2.0
    """"""",0
"""example_selector""",0
"""human""",0
"""B""",0
"""The input to this tool should be a string, representing the image_path""",0
"""""""empty message

Revision ID: 7f10de80312d
Revises: 
Create Date: 2023-05-20 14:46:37.082091

""""""",0
"""task_id""",0
r'!temp=([\d.]+)',0
"""response""",0
"""HUGGINGFACE_API_TOKEN""",0
"""language""",0
'blockquote',0
"""question""",0
"""content""",0
"""Cannot have an partial variable named 'stop', as it is used """,0
"""assistant""",0
"""1""",0
"""""""Human: {input_prompt}

Model: {output_from_model}

Critique Request: {critique_request}

Critique: {critique}

If the critique does not identify anything worth changing, ignore the Revision Request and do not make any revisions. Instead, return ""No revisions needed"".

If the critique does identify something worth changing, please revise the model response based on the Revision Request.

Revision Request: {revision_request}

Revision:""""""",0
"""model""",0
'address',0
"""Polyline""",0
"""intermediate_steps""",0
"""\n\n\n""",0
"""action""",0
"'''
                            Fact-check this transcript for factual or logical inacurracies or inconsistencies
                            \nWrite a report on the factuality / logic of the transcirpt
                            \nTRANSCRIPT: {transcript}
                            \nTRANSCRIPT SUMMARY: {summary}
                            \nAI FACT CHECK RESPONSE HERE
                        '''",0
"""""""Chain for having a conversation based on retrieved documents.

    This chain takes in chat history (a list of messages) and new questions,
    and then returns an answer to that question.
    The algorithm for this chain consists of three parts:

    1. Use the chat history and the new question to create a ""standalone question"".
    This is done so that this question can be passed into the retrieval step to fetch
    relevant documents. If only the new question was passed in, then relevant context
    may be lacking. If the whole conversation was passed into retrieval, there may
    be unnecessary information there that would distract from retrieval.

    2. This new question is passed to the retriever and relevant documents are
    returned.

    3. The retrieved documents are passed to an LLM along with either the new question
    (default behavior) or the original question and chat history to generate a final
    response.

    Example:
        .. code-block:: python

            from langchain.chains import (
                StuffDocumentsChain, LLMChain, ConversationalRetrievalChain
            )
            from langchain.prompts import PromptTemplate
            from langchain.llms import OpenAI

            combine_docs_chain = StuffDocumentsChain(...)
            vectorstore = ...
            retriever = vectorstore.as_retriever()

            # This controls how the standalone question is generated.
            # Should take `chat_history` and `question` as input variables.
            template = (
                ""Combine the chat history and follow up question into ""
                ""a standalone question. Chat History: {chat_history}""
                ""Follow up question: {question}""
            )
            prompt = PromptTemplate.from_template(template)
            llm = OpenAI()
            question_generator_chain = LLMChain(llm=llm, prompt=prompt)
            chain = ConversationalRetrievalChain(
                combine_docs_chain=combine_docs_chain,
                retriever=retriever,
                question_generator=question_generator_chain,
            )
    """"""",0
"f""{str(e)}""",0
"""Write this method in your subclass of `Tool`.""",0
"""stream""",0
"""BigBird""",0
"""""""Prompt template that contains few shot examples.""""""",0
'role',0
"""次に推奨される質問は次のようなものが考えられます。""",0
"""Emotions""",0
"""default""",0
"""human.png""",0
"""user""",0
"""vectorstore""",0
"""""""Configuration for this pydantic object.""""""",0
"""""""Clear memory contents.""""""",0
"""disk""",0
"""tone""",0
"""Google api not installed""",0
"""Turkish""",0
"f""Es ist ein Fehler aufgetreten. Bitte versuche es erneut.\n\nFehlermeldung: {e}""",0
"""2023-03-15-preview""",0
"""mysql""",0
"""""""Select and order examples based on ngram overlap score (sentence_bleu score).

    https://www.nltk.org/_modules/nltk/translate/bleu_score.html
    https://aclanthology.org/P02-1040.pdf
    """"""",0
"""""""Load a .json file into a dictionary.""""""",0
""" before:""",0
"""__main__""",0
"""虎头虎脑""",0
"""required""",0
'MODEL_LOCAL_PATH',0
"""and a straight line image. """,0
"""""""Guideline evaluation.""""""",0
"""system""",0
"""Please rewrite the model response to more closely mimic the style of Master Yoda.""",0
"""#test""",0
'[a-zA-Z]',0
"""Generates a set of questions to jump start discussion of a paper. Uses the paper's abstract.""",0
f'{game_name}/characters/default/name.txt',0
"""3""",0
"""force""",0
"""OpenAI Playground""",0
"""messages""",0
"""bool""",0
"""""""_summary_

    Args:
        boolean (bool): the boolean value to set LOADING_MODEL to
    """"""",0
r'^\s*[^#\s].*',0
"""ASSISTANT""",0
f'\n{content}\n',0
"""""""Test producing a custom key.""""""",0
'What is this research paper about?',0
"f""Ingesting documents from {md_path if md_path else 'all markdown files'}""",0
'context_instruct',0
"""Render Transcript""",0
"""Could not import redis python package. """,0
"""{context_str}""",0
``,0
"""model_name""",0
"""Azure-LLM""",0
"""baseten""",0
"""HF_API_BASE""",0
"""image""",0
"""\n === \n""",0
'POST',0
"""Record""",0
"""<|assistant|>""",0
"""文件均未成功加载，请检查依赖包或替换为其他文件再次上传。""",0
"f""Conversation Stage: {self.current_conversation_stage}""",0
"f""\n{prompt_text}:""",0
"""content""",0
"""application/pdf""",0
"""Text""",0
"""input_prompt""",0
"""max_length""",0
'Set max tokens for the model',0
"""function_call_times""",0
"""""""返回两个列表，第一个列表为 filepath 下全部文件的完整路径, 第二个为对应的文件名""""""",0
"""content""",0
"""code_summaries""",0
"""""""
7.- Load Prompt

En este archivo vamos a cargar un template en formato json (puede ser yml también)
y luego vamos a pasarle las variables con format()

""""""",0
"""sentiment""",0
"""{% for message in messages %}""",0
``,0
"""Skills: \n""",0
"""duckduckgo""",0
"""author""",0
"""user""",0
"""summary""",0
"""chat_history""",0
"""https://drive.google.com/file/d/105/view?usp=drivesdk""",0
"""""""A list of the names of the variables the prompt template expects.""""""",0
"""__main__""",0
"""context""",0
"""Question: {query}\nAnswer:""",0
"""pt""",0
"""date""",0
"""Password:""",0
"""stuff""",0
"f'(F(""{eval_key}"") == ""{patt}"")'",0
"""output_from_model""",0
"""*Harness AI to unlock and monetize your insights. Know more, achieve more.*""",0
"f""{file} 已成功加载""",0
'w',0
"""Customize""",0
'Loading model...',0
"""anyOf""",0
"""路径不存在""",0
'pause-after',0
"""pt""",0
"""source""",0
"""new search:""",0
""">""",0
"""OPENAI_API_KEY""",0
"""content""",0
"""example_prompt""",0
"""elements""",0
"""output""",0
"""""""\
<< Structured Request Schema >>
When responding use a markdown code snippet with a JSON object formatted in the \
following schema:

```json
{{{{
    ""query"": string \\ text string to compare to document contents
    ""filter"": string \\ logical condition statement for filtering documents
}}}}
```

The query string should contain only text that is expected to match the contents of \
documents. Any conditions in the filter should not be mentioned in the query as well.

A logical condition statement is composed of one or more comparison and logical \
operation statements.

A comparison statement takes the form: `comp(attr, val)`:
- `comp` ({allowed_comparators}): comparator
- `attr` (string):  name of attribute to apply the comparison to
- `val` (string): is the comparison value

A logical operation statement takes the form `op(statement1, statement2, ...)`:
- `op` ({allowed_operators}): logical operator
- `statement1`, `statement2`, ... (comparison statements or logical operation \
statements): one or more statements to apply the operation to

Make sure that you only use the comparators and logical operators listed above and \
no others.
Make sure that filters only refer to attributes that exist in the data source.
Make sure that filters only use the attributed names with its function names if there are functions applied on them.
Make sure that filters only use format `YYYY-MM-DD` when handling timestamp data typed values.
Make sure that filters take into account the descriptions of attributes and only make \
comparisons that are feasible given the type of data being stored.
Make sure that filters are only used as needed. If there are no filters that should be \
applied return ""NO_FILTER"" for the filter value.\
""""""",0
"""url""",0
"f""https://raw.githubusercontent.com/{repo_owner}/{repo_name}/{revision}/{file_path}""",0
"""id""",0
"""""""
        Yield the response token by token (word by word)

        Usage:
        --------------
        for token in _stream_response(response):
            print(token)

        """"""",0
'text',0
'sl_tables',0
"""Person #1: Did you hear aliens landed in Area 51?\n""",0
"""路径不存在""",0
"""gpt-4-32k""",0
"""str""",0
"""default_knownledge""",0
"""content""",0
"""\n#""",0
"""[|AI|]""",0
"""Today is a bright morning""",0
"""""""get the file name of the llm request params

    :param data: the user llm request data
    :type data: Dict[str, Any]

    Example:
        .. code-block:: python

            from gptcache.processor.pre import get_file_name

            file = open(""test.txt"", ""a"")
            content = get_file_name({""file"": file})
            # ""test.txt""
    """"""",0
"""Person #1: It's a secret military base in Nevada.\n""",0
"""\033[0m\033[0m""",0
"""dall-e-3""",0
"""OUTPUT intent keywords:""",0
"""azure""",0
"""""""提醒：<br>
        1. 使用时请先上传自己的知识文件，并且文件中不含某些特殊字符，否则将返回error. <br>
        2. 有任何使用问题，请通过[问题交流区](https://huggingface.co/spaces/thomas-yanxin/LangChain-ChatLLM/discussions)或[Github Issue区](https://github.com/thomas-yanxin/LangChain-ChatGLM-Webui/issues)进行反馈. <br>
        """"""",0
"""handle_modify_bot""",0
'fn',0
"""""""The ChatMrklPrompt with the agent scratchpad embedded as a single string.""""""",0
'default',0
"""request_timeout""",0
"""user_query""",0
"""includeItemsFromAllDrives""",0
'id',0
"""""""Add templating for variable values up until variable i.""""""",0
"""input""",0
"""Number of examples to select from the seed dataset""",0
"f""Response is: {response}""",0
"""sentence-1""",0
"""history""",0
""",""",0
"""""""
            [Chroma](https://www.trychroma.com/) is the open-source embedding database. Chroma makes it easy to build LLM apps by making knowledge, facts, and skills pluggable for LLMs.
            """"""",0
"""What are songs by Taylor Swift or Katy Perry about teenage romance under 3 minutes long in the dance pop genre""",0
"""MODEL_DIR""",0
"""""""The format of the prompt template. Options are: 'f-string', 'jinja2'.""""""",0
"""name""",0
"""invalid_key""",0
"""./.data""",0
"""foo""",0
"""No thread id specified""",0
"'''
{{
	""限额项目"": ""申购最低额"",
	""销售方式"": ""网上直销系统"",
	""是否含申购费"": ""含"",
	""金额数"": ""10"",
	""单位"": ""元""
}}
'''",0
"""assistant""",0
"""""""Update prompts.""""""",0
"""http://localhost:8000/v1""",0
"""rect""",0
'NUM_RELEVANT_DOCS',0
'Side by Side',0
"""registration/register.html""",0
"""template""",0
"r""(.*?)\nScore: (.*)""",0
"""web search""",0
"""Choose an explanation column""",0
"""extra_prompt_messages""",0
"""ollow the rules below to output a response.\n- Output the query to search the web""",0
"f""{str(uuid.uuid4())[:6]}.png""",0
"f""worker_addr: {worker_addr}""",0
"""""""A list of the names of the variables the prompt template expects.""""""",0
"""error_code""",0
"""tools""",0
"""""""Highlight override for render_str.""""""",0
"""content""",0
"""source""",0
'HUGGINGFACEHUB_API_TOKEN',0
"""OpenAI""",0
"""input""",0
"f""{worker_name}@{worker_type}""",0
"""help""",0
"f""{label_field}.label""",0
"""action_type""",0
"""user_query""",0
"""answer""",0
'*',0
"""examples""",0
"""python""",0
"""question_guide""",0
"""Tell me a story with more than 1000 words""",0
'URL Summary',0
""", """,0
"""""""Check that prefix, suffix and input variables are consistent.""""""",0
"""""""Human: {input_prompt}

Model: {output_from_model}

Critique Request: {critique_request}

Critique: {critique}

If the critique does not identify anything worth changing, ignore the Revision Request and do not make any revisions. Instead, return ""No revisions needed"".

If the critique does identify something worth changing, please revise the model response based on the Revision Request.

Revision Request: {revision_request}

Revision:""""""",0
"""""""Load a prompt template from a template.""""""",0
"""agent_scratchpad""",0
'litellm_provider',0
"""AWS_REGION""",0
"""object""",0
"r""^\s*\d+\.\s*""",0
"""assistant""",0
"""tools""",0
"""text-embedding-ada-002""",0
"""chatglm""",0
"""configuration name.""",0
"""content""",0
"f""load_demo_reload_model. ip: {request.client.host}. params: {url_params}""",0
"""code""",0
"""conversations""",0
""".png""",0
"""prompt_nl_sql""",0
"""question""",0
"f""\n{self.feedback_tool.run('Input: ')}""",0
"""docs""",0
"""human""",0
"""{context}""",0
"""""""Configuration for this pydantic object.""""""",0
""".pdf""",0
"""name""",0
'--title',0
"""- Add error handling to each module.""",0
"""user""",0
"""name""",0
"""Ask a question, start a New search: or CTRL-D to exit.""",0
"""like: generate an image of an object or something, or generate an image that includes some objects. """,0
"""api_base_url""",0
"""application/json""",0
"""finish_reason""",0
"""\n""",0
'StyleGAN',0
"f"" error: {e}""",0
"""documentloaders""",0
'r',0
"""design assistance. Users could then access AI-driven creative tools or personali""",0
"""""""Prompt template that contains few shot examples.""""""",0
'SERPAPI_API_KEY',0
"""Invalid file format. Only json or yaml formats are supported.""",0
